taxid,group_id,description,recommendation,penalty,type,disposition
945224,1,USED EXCESSIVE FORCE IN THAT HE UNNECESSARILY USED PEPPER SPRAY AGAINST INDIVIDUALS.,,VACATION DAYS (10 day(s) ),charge,GUILTY
955036,1,01.Activity Log violation.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
955036,1,02.Failure to safeguard prisoner property.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
943457,1,"Failed to conduct an investigation.
Failed to take police action/render police services.
Failed to make proper notifications.
Failed to make required entries in Department Logs.
Failed to prepare required reports.",,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
943457,1,Failed to prepare required reports.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
943457,1,Wrongfully deactivated his body-worn camera.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
943457,1,Made or caused to be made false or inaccurate entries in Department records.,,VACATION DAYS (35 day(s) ),charge,PLEADED GUILTY
938806,1,01.Wrongfully discourteous to an individual known to the department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
938806,1,02.Wrongfully threatened to remove an individual to the hospital.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
938806,1,03.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
938806,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
964106,1,01.Violated patrol rules - failed to provide a business card,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING, VACATION DAYS (1 day(s) )",allegation,
964106,1,02.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING, VACATION DAYS (1 day(s) )",allegation,
964106,1,03.Wrongfully searched an individual known to the Department.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING, VACATION DAYS (1 day(s) )",allegation,
964106,1,04.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING, VACATION DAYS (1 day(s) )",allegation,
949193,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
949194,1,01.Violated patrol rules.,B-CD,,allegation,
949194,2,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
947929,1,01.Wrongfully discourteous to an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
947929,2,01.Failed to make required entries in Department Logs.,TRAINING,TRAINING,allegation,
940354,1,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR",,VACATION DAYS (10 day(s) ),charge,GUILTY
940354,1,"WHILE ON-DUTY, FAILED TO ENTER DETAILS IN SAID OFFICER's ACTIVITY LOG AND FAILED TO PREPARE AN AIDED REPORT WORKSHEET FOR AN EMOTIONALLY DISTRUBED PERSON, AS REQUIRED",,VACATION DAYS (10 day(s) ),charge,GUILTY
940354,1,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR",,VACATION DAYS (10 day(s) ),charge,GUILTY
969876,1,01.Failed to make required entries in Department Logs.,B-CD,INSTRUCTIONS,allegation,
969876,1,02.Wrongful use of force.,B-CD,INSTRUCTIONS,allegation,
946508,1,Deployed a taser outside of Department guideline. Wrongfully use of physical force.,,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge,PLEADED GUILTY
946508,1,Improper holster of weapon.,,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge,PLEADED GUILTY
946508,1,Failed to supervise.,,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge,PLEADED GUILTY
946508,1,Failed to properly document report in Activity Log.,,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge,PLEADED GUILTY
946508,1,Failed to use de-escalation techniques.,,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (28 day(s) )",charge,PLEADED GUILTY
947152,1,01.Wrongfully stopped an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
947152,1,02.Wrongfully threatened to issue a summons to an individual known to the Department.,NO DISCIPLINARY ACTION,,allegation,
947152,2,01.Failed to activate body-worn camera.,NO DISCIPLINARY ACTION,,allegation,
956822,1,01.Made inappropriate remarks to a person known to the department,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
956822,1,02.spoke in a discourteous manner to a person known to the department,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
962538,1,Unfit for Duty.,,"COUNSELING, VACATION DAYS (30 day(s) )",charge,GUILTY
950716,1,ARRESTED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (5 day(s) ),charge,GUILTY
950716,1,01.COMPLIANCE WITH NEW YORK CITY RIGHT TO KNOW ACT,INSTRUCTIONS,TRAINING,allegation,
950716,1,02.Failure to complete required report.,OTHER,TRAINING,allegation,
950716,1,03.Improper USE OF BODY-WORN CAMERA,OTHER,TRAINING,allegation,
923789,1,01.Failed to prepare required reports.,OTHER,,allegation,
964107,1,01.Wrongfully used physical force.,B-CD,,allegation,
951896,1,Operated a motor vehicle while impaired.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
951896,1,Operated a motor vehicle while under the influence of an intoxicant.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
951896,1,Refused to submit to a breathalyzer test.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
951896,1,Unfit for duty.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
951896,1,Operated a motor vehicle recklessly.,,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
942034,1,"WHILE ON-DUTY, WRONGFULLY ARRESTED AN INDIVIDUAL KNOWN TO THE DEPARTMENT WHEN NO OFFENSE OR CRIME HAD OCCURRED.",,VACATION DAYS (20 day(s) ),charge,GUILTY
942034,1,"WHILE ON-DUTY, WRONGFULLY MADE INACCURATE STATEMENTS ON CRIMINAL COURT SUMMONSES.",,VACATION DAYS (20 day(s) ),charge,GUILTY
952962,1,Failed to safeguard a firearm.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
952962,1,Failed to safeguard a firearm.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
952962,1,Wrongfully in possession of duplicate shield.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
930529,1,01.Failed to activate their body worn camera.,OTHER,,allegation,
941474,1,Wrongfully used physical force.,,VACATION DAYS (5 day(s) ),charge,PLEADED GUILTY
941474,1,Wrongfully used physical force.,,VACATION DAYS (5 day(s) ),charge,PLEADED GUILTY
941474,1,False statements.,,VACATION DAYS (5 day(s) ),charge,PLEADED GUILTY
941474,1,False statements.,,VACATION DAYS (5 day(s) ),charge,PLEADED GUILTY
941474,1,01.Made false statements during a Civilian Complaint Review Board interview.,INSTRUCTIONS,INSTRUCTIONS,allegation,
960785,1,"while on-duty, failed to conduct a proper investigation.",,VACATION DAYS (10 day(s) ),charge,GUILTY
960785,1,"while on-duty, failed and neglected to properly safeguard a prisoner resulting in the loss of said prisoner.",,VACATION DAYS (10 day(s) ),charge,GUILTY
967955,1,01.Failed to make required entries in Department logs.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
967955,1,02.Violated Department rules.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
947157,1,01.Improper entry.,B-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
910381,1,01.Wrongfully used physical force.,TRAINING,,allegation,
963599,1,01.Failed to take police action/render police services.,A-CD,A - COMMAND DISCIPLINE,allegation,
952966,1,01.Failed to comply with training.,INSTRUCTIONS,TRAINING,allegation,
965253,1,01.Failed to activate their body-worn camera.,CHARGES AND SPECIFICATIONS,,allegation,
965253,1,01.Failed to prepare required reports,"CHARGES AND SPECIFICATIONS,                                                                                                       OTHER",,allegation,
965253,1,02.Wrongfully used physical force,CHARGES AND SPECIFICATIONS,,allegation,
954047,1,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO REMAIN AT THE SCENE OF INCIDENT AND FAILED TO REQUEST RESPONSE OF PATROL SUPERVISOR PRECINCT OF OCCURRENCE.,,VACATION DAYS (12 day(s) ),charge,GUILTY
954047,1,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO ARREST THE OTHER PERSON.,,VACATION DAYS (12 day(s) ),charge,GUILTY
954047,1,HAVING BEEN INVOLVED IN AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER PERSON FAILED TO SEEK MEDICAL ATTENTION FOR OTHER PERSON.,,VACATION DAYS (12 day(s) ),charge,GUILTY
954047,1,01.Said Detective disseminated confidential information from Department databases.,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (12 day(s) )",allegation,
954047,1,01.Said Detective made unauthorized inquiries in Department databases.,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (12 day(s) )",allegation,
954047,1,02.Said Detective engaged in unauthorized off-duty employment.,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (12 day(s) )",allegation,
960786,1,01.Wrongful entry of a premises.,B-CD,,allegation,
960786,1,02.Wrongful search of a premises.,B-CD,,allegation,
965255,1,01.Improper frisk of an individual,TRAINING,TRAINING,allegation,
950730,1,01.Failed to prepare property invoices,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
950730,1,02.Failed to properly voucher property,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
950730,1,03.Omitted Activity Log Entries,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
969166,1,01.Accessed body-worn camera footage for purposes unrelated to official Department business.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
969166,1,02.Failed to make proper notifications.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
969166,1,03.Recorded body-worn camera recordings for purposes unrelated to official Department business.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
936915,1,ENGAGED IN OFF-DUTY EMPLOYMENT WITHOUT AUTHORITY OR PERMISSION TO DO SO.,,VACATION DAYS (10 day(s) ),charge,GUILTY
942041,1,"WHILE ON-DUTY, SAID OFFICER FAILED TO TAKE POLICE ACTION AND PROPERLY INVESTIGATE A RADIO RUN.",,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
958799,1,Wrongfully used physical force.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,"Failed to make proper notifications.
Failed to make required entries in Department logs.",,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,Wrongfully used physical force,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,Wrongfully discourteous to a person known to the Department.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,"Wrongfully frisked a person known to the Department.
Wrongfully search a person known to the Department.
Violated patrol rules.",,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,Wrongfully used physical force.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,"Failed to make proper notifications.
Failed to make required entries in Department logs.
Failed to activate body-worn camera.",,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (40 day(s) )",charge,PLEADED GUILTY
958799,1,01.Made inappropriate comments.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,01.Wrongful threat of force.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,02.Violated patrol rules.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,03.Wrongful threat of force,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,04.Wrongfully frisked an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,05.Wrongfully searched an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,06.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,,allegation,
958799,1,07.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,,allegation,
958799,2,01.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,,allegation,
947160,1,Living outside the state or permissible counties.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
947160,1,Out of residence while on sick leave.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
947160,1,Out of residence while on sick leave.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
936789,1,01.Wrongful entry of a premises.,B-CD,,allegation,
954051,1,Failed to conduct an investigation.,,PRE-TRIAL SUSPENSION DAYS (33 day(s) ),charge,GUILTY
947161,1,Use of physical force resulting in injury.,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
947161,1,Use of physical force.,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
947161,1,Failed to make required entries in Department logs.,,"SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (10 day(s) )",charge,PLEADED GUILTY
963601,1,Failed to render police services.,,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
963601,1,Failed to make proper notifications.,,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
963601,1,Failed to activate body-worn camera.,,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
963601,1,Failed to make Required Entries in Department Logs.,,"PRE-TRIAL SUSPENSION DAYS (27 day(s) ), VACATION DAYS (11 day(s) )",charge,PLEADED GUILTY
966662,1,01.Wrongfully searched an individual known to the Department.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING",allegation,
966662,1,02.Wrongfully threatened to remove an individual to the hospital.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, TRAINING",allegation,
952972,1,"WHILE OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",,"COUNSELING, VACATION DAYS (15 day(s) )",charge,GUILTY
952972,1,"WHILE OFF-DUTY, SLAPPED THE TELEPHONE OUT OF A PERSON KNOWN TO THE DEPARTMENT'S HAND AND KEPT IT TO PREVENT SAID PERSON FROM CALLING 911 FOR ASSISTANCE.",,"COUNSELING, VACATION DAYS (15 day(s) )",charge,GUILTY
952972,1,01.Wrongful threat to arrest.,TRAINING,TRAINING,allegation,
952972,1,01.Wrongfully used physical force.,TRAINING,TRAINING,allegation,
952972,1,02.Wrongfully deactivated body-worn camera.,TRAINING,TRAINING,allegation,
963602,1,Discharged a firearm outside Department guidelines.,,VACATION DAYS (25 day(s) ),charge,PLEADED GUILTY
949201,1,"Made computer inquiries unrelated to official Department business.
On Duty.",,"SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949201,1,"Made computer inquiries unrelated to official Department business.
On Duty.",,"SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949201,1,"Wrongfully disseminated confidential Department information.
Off Duty.",,"SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
949201,1,"Made inaccurate statements during an official Department interview. 
On Duty.",,"SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge,GUILTY
971522,1,01.Violated patrol rules.,TRAINING,TRAINING,allegation,
966663,1,01.Failed to prepare required reports.,A-CD,,allegation,
966663,2,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
966663,2,01.Wrongfully used offensive language.,CHARGES AND SPECIFICATIONS,,allegation,
966663,3,01.Violated patrol rules - failed to provide a business card,"A-CD,                                                                                                                                                                                                             TRAINING","B - COMMAND DISCIPLINE, TRAINING",allegation,
966663,3,02.Wrongfully stopped an individual known to the Department.,NO DISCIPLINARY ACTION,"B - COMMAND DISCIPLINE, TRAINING",allegation,
966663,4,01.Violated patrol rules - failed to provide name,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (2 day(s) )",allegation,
966663,4,02.Violated patrol rules - failed to provide shield number,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (2 day(s) )",allegation,
963110,1,01.Violated patrol rules.,B-CD,,allegation,
963110,2,01.Failed to prepare required reports.,OTHER,,allegation,
965014,1,01.Violated patrol rules - refused to provide name,A-CD,A - COMMAND DISCIPLINE,allegation,
965014,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
971292,1,01.Violated patrol rules - failed to provide a business card,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
971292,1,02.Wrongful entry of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
943470,1,WRONGFULLY MADE INACCURATE OR MISLEADING STATEMENTS WHICH CAUSED INACCURATE ENTRIES TO BE MADE IN A DEPARTMENT RECORD,,VACATION DAYS (12 day(s) ),charge,GUILTY
943470,2,"WHILE ON-DUTY, WRONGFULLY USED FORCE BY PUSHING A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.",,VACATION DAYS (9 day(s) ),charge,GUILTY
943470,1,01.Violated patrol rules.,TRAINING,,allegation,
943470,1,02.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
948374,1,UTILIZED A DEPARTMENT COMPUTER TO CONDUCT A DATABASE QUERY UNRELATED TO DEPARTMENT BUSINESS AND WRONGFULLY DIVULGED INFORMATION FROM THAT QUERY.,,VACATION DAYS (25 day(s) ),charge,GUILTY
948374,1,"WRONGFULLY AND KNOWINGLY ASSOCIATED WITH A PERSON REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN, OR HAVE ENGAGED IN CRIMINAL ACTIVITIES.",,VACATION DAYS (25 day(s) ),charge,GUILTY
948374,1,WRONGFULLY DIVULGED OR DISCUSSED OFFICIAL DEPARTMENT BUSINESS WITHOUT AUTHORITY OR PERMISSION TO DO SO.,,VACATION DAYS (25 day(s) ),charge,GUILTY
936922,1,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (3 day(s) ),charge,GUILTY
964608,1,01.Wrongfully searched a vehicle.,A-CD,A - COMMAND DISCIPLINE,allegation,
964111,1,Theft of time,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
964111,1,Failed to comply with driving rules and regulations.,,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (35 day(s) )",charge,PLEADED GUILTY
967956,1,01.Failed to timely activate their body worn camera.,A-CD,,allegation,
952974,1,01.Wrongful search of a premises.,B-CD,,allegation,
958803,1,01.Improper search.,TRAINING,TRAINING,allegation,
958803,1,02.Improper vehicle search.,TRAINING,TRAINING,allegation,
958803,2,"01.Wrongful threat of force.
Wrongfully unholstered/displayed a Taser.",CHARGES AND SPECIFICATIONS,,allegation,
958803,2,02.Wrongful threat of force.,CHARGES AND SPECIFICATIONS,,allegation,
943471,1,01.Wrongful entry of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
943471,1,02.Wrongful search of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
961881,1,Wrongful used physical force,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
961881,1,Made or caused to be made false or inaccurate entries in Department records.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
961881,1,Failed to make required entries in Department Logs.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
961881,1,Failed to make proper notifications.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge,PLEADED GUILTY
961881,1,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
961881,1,02.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,,allegation,
947165,1,01.Violated patrol rules - refused to provide a business card,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
947165,1,02.Violated patrol rules - refused to provide his name,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
947165,1,03.Violated patrol rules - refused to provide his shield number,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
955050,1,"WHILE ON-DUTY DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD A PRISONER, RESULTING IN LOSS OF SAID PRISONER.",,PRE-TRIAL SUSPENSION DAYS (16 day(s) ),charge,GUILTY
955050,1,FAILED TO TIMELY MAKE NOTIFICATIONS AND INITIATE MOBILIZATION AFTER A PRISONER ESCAPED CUSTODY.,,PRE-TRIAL SUSPENSION DAYS (16 day(s) ),charge,GUILTY
955050,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
930421,1,Violated patrol rules.,,VACATION DAYS (20 day(s) ),charge,GUILTY
930421,1,Violated patrol rules.,,VACATION DAYS (20 day(s) ),charge,GUILTY
930421,1,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
945912,1,01.Violated patrol rules - failed to provide a business card,A-CD,A - COMMAND DISCIPLINE,allegation,
945912,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,A - COMMAND DISCIPLINE,allegation,
940373,1,"WHILE OFF-DUTY, BECAME INVOLVED IN A VERBAL ARGUMENT WHICH ESCALATED INTO A PHYSICAL ALTERCATION, IDENTITIES KNOWN TO THE DEPARTMENT.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (32 day(s) )",charge,GUILTY
940373,1,01.Made computer inquiries unrelated to official Department business.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (8 day(s) )",allegation,
968585,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
947169,1,-,,VACATION DAYS (3 day(s) ),charge,GUILTY
947169,1,01.Failed to timely activate their body worn camera.,OTHER,,allegation,
967906,1,01.Violated patrol rules - failed to provide a shield number,TRAINING,TRAINING,allegation,
968568,1,01.Wrongfully discourteous to an individual known to the Department.,B-CD,,allegation,
948376,1,01.Wrongfully frisked an individual known to the Department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (9 day(s) )",allegation,
948376,1,01.Wrongfully stopped an individual known to the Department.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (9 day(s) )",allegation,
948376,1,02.Wrongfully searched a vehicle.,CHARGES AND SPECIFICATIONS,"B - COMMAND DISCIPLINE, VACATION DAYS (9 day(s) )",allegation,
948376,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
948376,3,01.Made false statements during a Civilian Complaint Review Board interview.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
948376,3,02.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
948376,3,03.Wrongfully searched an individual known to the Department.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
948376,3,04.Wrongfully used physical force.,CHARGES AND SPECIFICATIONS,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
948376,4,01.Wrongful entry of a premises.,B-CD,"B - COMMAND DISCIPLINE, TRAINING",allegation,
960793,1,01.Violated patrol rules - failed to provide a business card,TRAINING,TRAINING,allegation,
943476,1,Left the scene of an accident.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
943476,1,Made inaccurate statements to supervisors.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
949885,1,"WHILE ON-DUTY, IMPROPERLY USED EXCESSIVE FORCE UNPON HANDCUFFING A PERSON KNOWN TO THE DEPARTMENT.",,VACATION DAYS (30 day(s) ),charge,GUILTY
958808,1,01.Conducted an improper vehicle stop.,TRAINING,TRAINING,allegation,
958808,1,02.Provided an inaccurate official statement to the CCRB.,TRAINING,TRAINING,allegation,
966664,1,01.Violated patrol rules.,A-CD,,allegation,
943477,1,01.Failed to activate his body-worn camera.,NO DISCIPLINARY ACTION,"C - COMMAND DISCIPLINE, VACATION DAYS (13 day(s) )",allegation,
943477,1,02.Failed to make proper notifications.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (13 day(s) )",allegation,
943477,1,03.Failed to safeguard a prisoner.,B-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (13 day(s) )",allegation,
930557,1,ABUSED HIS AUTHORITY IN THAT HE AUTHORIZED A STRIP SEARCH OF A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY,,VACATION DAYS (18 day(s) ),charge,GUILTY
