taxid,rank,date,shield_no
953351,POLICE OFFICER,7/11/2012,13212
953351,SERGEANT,9/30/2022,3741
939393,POLICE OFFICER,7/11/2005,1734
939393,DETECTIVE,6/10/2021,3562
953352,POLICE OFFICER,7/11/2012,13858
971214,POLICE OFFICER,2/24/2021,25431
904972,POLICE OFFICER,8/30/1993,20015
904972,SERGEANT,5/24/2000,3924
904972,LIEUTENANT,12/23/2003,
904972,CAPTAIN,12/23/2008,
904972,DEPUTY INSPECTOR,12/18/2015,
981831,POLICE OFFICER,1/29/2025,9548
956222,POLICE OFFICER,1/8/2014,12491
959175,POLICE OFFICER,7/8/2015,18064
973743,POLICE OFFICER,12/29/2021,30499
951188,POLICE OFFICER,7/6/2011,3475
951188,DETECTIVE,12/22/2017,5520
951188,SERGEANT,3/26/2020,5510
951188,SGT DET SQUAD,4/4/2024,
967316,POLICE OFFICER,1/3/2019,25180
944961,POLICE OFFICER,7/9/2007,14105
944961,SERGEANT,9/28/2012,2468
951189,POLICE OFFICER,7/6/2011,15287
978761,POLICE OFFICER,1/3/2024,19520
952199,POLICE OFFICER,1/9/2012,11221
980174,POLICE OFFICER,7/3/2024,6111
981832,POLICE OFFICER,1/29/2025,10613
966931,POLICE OFFICER,1/3/2019,28496
937842,POLICE OFFICER,7/11/2005,19218
937842,SERGEANT,1/28/2016,3344
937842,SERGEANT,5/10/2017,2888
937842,LIEUTENANT,11/24/2020,
939394,POLICE OFFICER,7/11/2005,25267
939394,SERGEANT,11/23/2010,4127
939394,LIEUTENANT,9/30/2013,
964267,POLICE OFFICER,7/5/2017,23641
939762,POLICE OFFICER,7/11/2005,29041
949594,POLICE OFFICER,7/6/2010,5348
945303,POLICE OFFICER,7/9/2007,20450
947446,POLICE OFFICER,7/8/2008,5948
947446,SERGEANT,9/5/2014,4698
947446,LIEUTENANT,11/26/2019,
959176,POLICE OFFICER,7/8/2015,7929
964268,POLICE OFFICER,7/5/2017,20596
964268,DETECTIVE,5/31/2024,4497
952200,POLICE OFFICER,1/9/2012,20931
952200,DETECTIVE,6/28/2019,5416
959178,POLICE OFFICER,7/8/2015,17248
959178,POLICE OFFICER,7/31/2015,21428
951190,POLICE OFFICER,7/6/2011,11634
951190,DETECTIVE,12/22/2017,5560
907232,POLICE OFFICER,2/28/1994,17068
907232,SERGEANT,2/24/2006,3745
948294,POLICE OFFICER,7/14/2009,25517
948294,DETECTIVE,8/22/2017,1578
939395,POLICE OFFICER,7/11/2005,14884
939395,DETECTIVE,10/7/2019,2311
972931,POLICE OFFICER,10/12/2021,9365
981833,POLICE OFFICER,1/29/2025,12847
946204,POLICE OFFICER,1/7/2008,24360
959594,POLICE OFFICER,10/7/2015,21464
959594,DETECTIVE,8/26/2022,2141
944962,POLICE OFFICER,7/9/2007,19823
940685,POLICE OFFICER,1/9/2006,27633
940685,SERGEANT,6/24/2011,4913
940685,LIEUTENANT,11/25/2014,
940685,LT DET COMMANDER,7/30/2021,
940685,LT SPECIAL ASSIGN,8/21/2023,
979479,POLICE OFFICER,4/24/2024,28379
955428,POLICE OFFICER,7/9/2013,28554
955428,DETECTIVE,7/29/2019,1894
961217,POLICE OFFICER,1/6/2016,10779
961217,DETECTIVE,4/28/2023,7214
978988,POLICE OFFICER,1/17/2024,22440
934789,POLICE OFFICER,7/1/2004,12188
963821,POLICE OFFICER,4/12/2017,8785
967678,POLICE OFFICER,4/15/2019,4476
973744,POLICE OFFICER,12/29/2021,21687
937461,POLICE OFFICER,1/10/2005,29054
937461,SERGEANT,8/2/2011,1706
937461,SERGEANT,8/18/2011,1916
961218,POLICE OFFICER,1/6/2016,2935
970169,POLICE OFFICER,11/2/2020,29928
952202,POLICE OFFICER,1/9/2012,29928
952202,SERGEANT,12/19/2019,5165
959958,POLICE OFFICER,10/7/2015,21646
977379,POLICE OFFICER,7/5/2023,18299
949595,POLICE OFFICER,7/6/2010,12616
958033,POLICE OFFICER,1/7/2015,9061
961219,POLICE OFFICER,1/6/2016,10398
972483,POLICE OFFICER,7/21/2021,20814
979480,POLICE OFFICER,4/24/2024,17386
979480,POLICE OFFICER,10/4/2024,24743
981834,POLICE OFFICER,1/29/2025,9558
957116,POLICE OFFICER,7/9/2014,2810
957116,DETECTIVE,6/10/2021,3561
961220,POLICE OFFICER,1/6/2016,13099
935668,POLICE OFFICER,7/1/2004,30855
935668,DETECTIVE,1/28/2016,5358
939684,POLICE OFFICER,7/11/2005,9390
939684,DETECTIVE,6/27/2025,7848
964269,POLICE OFFICER,7/5/2017,21617
964269,DETECTIVE,2/24/2023,274
949597,POLICE OFFICER,7/6/2010,12701
949597,SERGEANT,12/17/2015,3629
949597,LIEUTENANT,6/29/2018,
949597,LT DET COMMANDER,10/18/2021,
949597,CAPTAIN,1/27/2023,
940688,POLICE OFFICER,1/9/2006,24227
940688,DETECTIVE,6/26/2015,2427
956224,POLICE OFFICER,1/8/2014,14830
956224,DETECTIVE,6/10/2021,3564
956224,SERGEANT,9/3/2021,2536
975153,POLICE OFFICER,7/13/2022,18305
958034,POLICE OFFICER,1/7/2015,9102
981835,POLICE OFFICER,1/29/2025,14479
943766,POLICE OFFICER,1/10/2007,26739
943766,SERGEANT,7/31/2024,512
978187,POLICE OFFICER,10/25/2023,21954
954308,POLICE OFFICER,1/9/2013,11954
954308,DETECTIVE,3/28/2025,1723
976383,POLICE OFFICER,1/17/2023,10622
976383,POLICE OFFICER,7/1/2024,10642
957118,POLICE OFFICER,7/9/2014,5213
924444,POLICE OFFICER,7/7/1999,26202
924444,DETECTIVE,1/29/2021,2349
975787,POLICE OFFICER,10/19/2022,15999
971284,POLICE OFFICER,3/12/2021,22413
978762,POLICE OFFICER,1/3/2024,28988
953356,POLICE OFFICER,7/11/2012,7272
958035,POLICE OFFICER,1/7/2015,16995
969345,POLICE OFFICER,1/6/2020,22886
976843,POLICE OFFICER,4/26/2023,27998
955429,POLICE OFFICER,7/9/2013,3528
955429,DETECTIVE,8/26/2022,7506
951193,POLICE OFFICER,7/6/2011,12360
951193,SERGEANT,6/10/2021,1413
963253,POLICE OFFICER,1/4/2017,20940
963253,DETECTIVE,6/24/2022,5733
963253,SERGEANT,9/5/2025,2426
959179,POLICE OFFICER,7/8/2015,18229
965491,POLICE OFFICER,1/10/2018,30169
955430,POLICE OFFICER,7/9/2013,15964
971659,POLICE OFFICER,4/28/2021,13699
970831,POLICE OFFICER,12/29/2020,6136
973745,POLICE OFFICER,12/29/2021,22348
946206,POLICE OFFICER,1/7/2008,25958
946206,SERGEANT,1/31/2014,2332
946206,LIEUTENANT,7/30/2021,
963254,POLICE OFFICER,1/4/2017,21458
963255,POLICE OFFICER,1/4/2017,20483
963255,POLICE OFFICER,9/11/2020,962
963255,DETECTIVE,6/27/2025,7890
924445,POLICE OFFICER,7/7/1999,7514
924445,SERGEANT,1/30/2006,2469
924445,LIEUTENANT,4/29/2011,
924445,LT DET COMMANDER,12/18/2015,
941135,POLICE OFFICER,1/9/2006,26861
975788,POLICE OFFICER,10/19/2022,16003
963256,POLICE OFFICER,1/4/2017,25137
965492,POLICE OFFICER,1/10/2018,26388
942488,POLICE OFFICER,7/10/2006,26193
962075,POLICE OFFICER,7/13/2016,16480
971215,POLICE OFFICER,2/24/2021,25905
939399,POLICE OFFICER,7/11/2005,6503
964747,POLICE OFFICER,10/18/2017,9912
964747,POLICE OFFICER,11/23/2018,9924
939400,POLICE OFFICER,7/11/2005,11761
939400,DETECTIVE,12/22/2017,6480
947844,POLICE OFFICER,7/8/2008,26211
947844,DETECTIVE,10/7/2019,2314
937464,POLICE OFFICER,1/10/2005,7135
937464,DETECTIVE,8/25/2023,4242
961223,POLICE OFFICER,1/6/2016,3558
961223,DETECTIVE,2/9/2022,2186
982631,POLICE OFFICER,4/30/2025,22484
947447,POLICE OFFICER,7/8/2008,13497
947447,DETECTIVE,8/22/2017,947
963733,POLICE OFFICER,4/12/2017,7200
963733,SERGEANT,7/28/2023,1583
953124,POLICE OFFICER,7/11/2012,20675
962283,POLICE OFFICER,10/11/2016,21372
961224,POLICE OFFICER,1/6/2016,2370
974501,POLICE OFFICER,4/13/2022,12259
961225,POLICE OFFICER,1/6/2016,15318
945304,POLICE OFFICER,7/9/2007,21651
942489,POLICE OFFICER,7/10/2006,6879
942489,DETECTIVE,3/28/2025,1754
959959,POLICE OFFICER,10/7/2015,22055
976384,POLICE OFFICER,1/17/2023,7958
981837,POLICE OFFICER,1/29/2025,16233
940689,POLICE OFFICER,1/9/2006,18032
940689,DETECTIVE,1/27/2017,5246
964748,POLICE OFFICER,10/18/2017,1119
948880,POLICE OFFICER,7/6/2010,13977
948880,SERGEANT,9/30/2022,3742
975789,POLICE OFFICER,10/19/2022,1881
951194,POLICE OFFICER,7/6/2011,8161
951194,POLICE OFFICER,11/7/2011,18943
951194,DETECTIVE,4/25/2025,768
978188,POLICE OFFICER,10/25/2023,31743
929106,POLICE OFFICER,7/2/2001,2307
982633,POLICE OFFICER,4/30/2025,21232
976385,POLICE OFFICER,1/17/2023,1269
933312,POLICE OFFICER,7/1/2003,10440
933312,SERGEANT,9/29/2008,4962
933312,POLICE OFFICER,5/8/2009,4952
933312,SERGEANT,5/8/2009,4962
933312,POLICE OFFICER,10/26/2011,4952
933312,DETECTIVE,6/10/2021,137
975154,POLICE OFFICER,7/13/2022,18606
963734,POLICE OFFICER,4/12/2017,12058
947448,POLICE OFFICER,7/8/2008,20406
947448,SERGEANT,6/25/2020,4378
939402,POLICE OFFICER,7/11/2005,8292
939402,SERGEANT,2/24/2017,2238
957119,POLICE OFFICER,7/9/2014,7305
957119,DETECTIVE,7/30/2021,3943
959182,POLICE OFFICER,7/8/2015,19918
969346,POLICE OFFICER,1/6/2020,23914
959183,POLICE OFFICER,7/8/2015,17418
967680,POLICE OFFICER,4/15/2019,8443
969347,POLICE OFFICER,1/6/2020,29664
961226,POLICE OFFICER,1/6/2016,4846
976844,POLICE OFFICER,4/26/2023,18759
957120,POLICE OFFICER,7/9/2014,5775
947449,POLICE OFFICER,7/8/2008,11337
947449,SERGEANT,7/30/2021,1936
978763,POLICE OFFICER,1/3/2024,8700
957121,POLICE OFFICER,7/9/2014,3536
949601,POLICE OFFICER,7/6/2010,3239
949601,SERGEANT,5/2/2016,2128
949601,LIEUTENANT,6/28/2019,
977984,POLICE OFFICER,10/25/2023,7179
931126,POLICE OFFICER,7/1/2002,20422
931126,DETECTIVE,11/30/2006,4447
931126,DETECTIVE,10/16/2008,1487
962767,POLICE OFFICER,10/11/2016,22238
962767,SERGEANT,9/30/2024,2056
965796,POLICE OFFICER,4/25/2018,11735
965796,DETECTIVE,5/31/2024,4499
965796,SERGEANT,1/31/2025,3897
972230,POLICE OFFICER,7/7/2021,12441
967681,POLICE OFFICER,4/15/2019,15758
967681,POLICE OFFICER,6/28/2024,22
967681,SERGEANT,10/25/2024,3343
947450,POLICE OFFICER,7/8/2008,20440
947450,SERGEANT,6/30/2017,3744
939403,POLICE OFFICER,7/11/2005,8304
957122,POLICE OFFICER,7/9/2014,7328
957122,SERGEANT,6/30/2023,3104
973747,POLICE OFFICER,12/29/2021,30712
968770,POLICE OFFICER,10/7/2019,11113
958037,POLICE OFFICER,1/7/2015,15818
975790,POLICE OFFICER,10/19/2022,3152
957599,POLICE OFFICER,1/7/2015,18069
957599,POLICE OFFICER,7/21/2016,18667
959960,POLICE OFFICER,10/7/2015,21423
980177,POLICE OFFICER,7/3/2024,16367
933315,POLICE OFFICER,7/1/2003,11824
933315,DETECTIVE,9/30/2013,2041
933315,DETECTIVE,12/18/2020,2099
933315,DETECTIVE,6/16/2021,2041
953357,POLICE OFFICER,7/11/2012,19689
911377,POLICE OFFICER,4/1/1995,3835
962076,POLICE OFFICER,7/13/2016,15246
959184,POLICE OFFICER,7/8/2015,7965
946208,POLICE OFFICER,1/7/2008,27381
958132,POLICE OFFICER,1/7/2015,8963
931127,POLICE OFFICER,7/1/2002,24611
931127,DETECTIVE,4/26/2007,4547
966321,POLICE OFFICER,7/2/2018,4682
931422,POLICE OFFICER,7/1/2002,30225
931422,SERGEANT,10/28/2011,4256
931422,LIEUTENANT,2/9/2022,
971216,POLICE OFFICER,2/24/2021,26225
955432,POLICE OFFICER,7/9/2013,11816
955432,SERGEANT,6/10/2021,1491
947698,POLICE OFFICER,7/8/2008,25279
946209,POLICE OFFICER,1/7/2008,27121
946209,DETECTIVE,11/20/2018,1501
946209,SERGEANT,11/24/2020,5374
965855,POLICE OFFICER,4/25/2018,3603
981838,POLICE OFFICER,1/29/2025,16319
980869,POLICE OFFICER,10/30/2024,16273
944966,POLICE OFFICER,7/9/2007,3131
944966,SERGEANT,6/2/2014,439
944966,LIEUTENANT,8/22/2017,
977380,POLICE OFFICER,7/5/2023,19827
972231,POLICE OFFICER,7/7/2021,15646
940690,POLICE OFFICER,1/9/2006,3064
940690,DETECTIVE,6/26/2015,4064
958039,POLICE OFFICER,1/7/2015,16619
958039,POLICE OFFICER,9/23/2015,3064
979481,POLICE OFFICER,4/24/2024,16926
946210,POLICE OFFICER,1/7/2008,26186
946210,DETECTIVE,8/31/2018,958
946210,SERGEANT,3/5/2019,4071
946210,SGT DET SQUAD,4/4/2024,
980178,POLICE OFFICER,7/3/2024,15881
978190,POLICE OFFICER,10/25/2023,31960
968114,POLICE OFFICER,7/1/2019,20203
978764,POLICE OFFICER,1/3/2024,19947
978764,POLICE OFFICER,1/25/2024,6710
978191,POLICE OFFICER,10/25/2023,12670
937466,POLICE OFFICER,1/10/2005,9013
937466,SERGEANT,3/27/2015,5335
937467,POLICE OFFICER,1/10/2005,26415
961227,POLICE OFFICER,1/6/2016,8666
972233,POLICE OFFICER,7/7/2021,10219
955433,POLICE OFFICER,7/9/2013,31873
955433,SERGEANT,12/23/2022,4287
965493,POLICE OFFICER,1/10/2018,30187
959185,POLICE OFFICER,7/8/2015,19686
976845,POLICE OFFICER,4/26/2023,20114
972234,POLICE OFFICER,7/7/2021,28531
943767,POLICE OFFICER,1/10/2007,976
959186,POLICE OFFICER,7/8/2015,17249
959186,DETECTIVE,11/24/2020,6669
949602,POLICE OFFICER,7/6/2010,11661
911803,POLICE OFFICER,4/1/1995,11491
974505,POLICE OFFICER,4/13/2022,10204
959187,POLICE OFFICER,7/8/2015,17419
966325,POLICE OFFICER,7/2/2018,15401
974506,POLICE OFFICER,4/13/2022,10409
964270,POLICE OFFICER,7/5/2017,17727
941831,POLICE OFFICER,7/10/2006,9238
941831,DETECTIVE,6/2/2014,2213
941831,SERGEANT,6/30/2017,3754
941831,LIEUTENANT,1/27/2023,
973748,POLICE OFFICER,12/29/2021,26521
979482,POLICE OFFICER,4/24/2024,20077
954309,POLICE OFFICER,1/9/2013,31324
954309,SERGEANT,8/25/2023,3906
949603,POLICE OFFICER,7/6/2010,10709
949603,DETECTIVE,8/22/2017,1589
982634,POLICE OFFICER,4/30/2025,21615
974507,POLICE OFFICER,4/13/2022,7197
970172,POLICE OFFICER,11/2/2020,22470
957123,POLICE OFFICER,7/9/2014,15419
972933,POLICE OFFICER,10/12/2021,4669
944967,POLICE OFFICER,7/9/2007,10185
944967,DETECTIVE,11/21/2017,4704
954310,POLICE OFFICER,1/9/2013,2232
954311,POLICE OFFICER,1/9/2013,11184
954311,SERGEANT,11/27/2024,2787
949604,POLICE OFFICER,7/6/2010,5371
979483,POLICE OFFICER,4/24/2024,1849
937468,POLICE OFFICER,1/10/2005,12746
923098,POLICE OFFICER,8/31/1998,31913
923098,DETECTIVE,2/24/2006,1253
940691,POLICE OFFICER,1/9/2006,15803
966827,POLICE OFFICER,10/24/2018,16890
975791,POLICE OFFICER,10/19/2022,18126
967317,POLICE OFFICER,1/3/2019,30098
966326,POLICE OFFICER,7/2/2018,11773
931964,POLICE OFFICER,7/1/2002,3466
980870,POLICE OFFICER,10/30/2024,13190
978765,POLICE OFFICER,1/3/2024,3038
942492,POLICE OFFICER,7/10/2006,27226
970173,POLICE OFFICER,11/2/2020,22543
981839,POLICE OFFICER,1/29/2025,582
973749,POLICE OFFICER,12/29/2021,27029
962768,POLICE OFFICER,10/11/2016,12148
968772,POLICE OFFICER,10/7/2019,31907
949605,POLICE OFFICER,7/6/2010,8405
949605,SERGEANT,12/21/2018,3194
939404,POLICE OFFICER,7/11/2005,13295
959188,POLICE OFFICER,7/8/2015,21070
959188,DETECTIVE,5/31/2024,4500
961228,POLICE OFFICER,1/6/2016,16775
961228,DETECTIVE,1/26/2024,2854
961228,SERGEANT,4/4/2024,3984
962077,POLICE OFFICER,7/13/2016,10520
962077,SERGEANT,9/5/2025,2431
934146,POLICE OFFICER,1/20/2004,3404
934146,DETECTIVE,10/30/2015,540
940692,POLICE OFFICER,1/9/2006,29950
940692,SERGEANT,8/31/2015,5448
940692,LIEUTENANT,12/21/2021,
939405,POLICE OFFICER,7/11/2005,16125
939405,DETECTIVE,8/31/2018,965
939405,SERGEANT,12/22/2020,1746
973159,POLICE OFFICER,10/15/2021,2725
965856,POLICE OFFICER,4/25/2018,7059
973750,POLICE OFFICER,12/29/2021,31223
980179,POLICE OFFICER,7/3/2024,16369
962078,POLICE OFFICER,7/13/2016,4273
957124,POLICE OFFICER,7/9/2014,15792
957124,SERGEANT,5/30/2023,1833
957125,POLICE OFFICER,7/9/2014,15420
979484,POLICE OFFICER,4/24/2024,4294
935673,POLICE OFFICER,7/1/2004,13173
972235,POLICE OFFICER,7/7/2021,20929
975274,POLICE OFFICER,7/15/2022,17736
979485,POLICE OFFICER,4/24/2024,6206
962079,POLICE OFFICER,7/13/2016,18557
962079,SERGEANT,4/4/2024,3990
964750,POLICE OFFICER,10/18/2017,6908
964750,POLICE OFFICER,2/24/2021,26243
973751,POLICE OFFICER,12/29/2021,31410
979486,POLICE OFFICER,4/24/2024,5138
962769,POLICE OFFICER,10/11/2016,7055
962769,DETECTIVE,4/25/2025,5734
948272,POLICE OFFICER,7/14/2009,26032
948272,SERGEANT,1/30/2018,108
948272,LIEUTENANT,1/26/2024,
966828,POLICE OFFICER,10/24/2018,19703
949606,POLICE OFFICER,7/6/2010,14058
943769,POLICE OFFICER,1/10/2007,2088
943769,DETECTIVE,5/27/2011,2909
951196,POLICE OFFICER,7/6/2011,25771
951196,SERGEANT,2/9/2022,3122
937470,POLICE OFFICER,1/10/2005,26462
937470,DETECTIVE,11/24/2015,2955
956228,POLICE OFFICER,1/8/2014,13803
969349,POLICE OFFICER,1/6/2020,23924
951197,POLICE OFFICER,7/6/2011,9053
957126,POLICE OFFICER,7/9/2014,14057
964751,POLICE OFFICER,10/18/2017,8513
981840,POLICE OFFICER,1/29/2025,17103
963738,POLICE OFFICER,4/12/2017,8809
949607,POLICE OFFICER,7/6/2010,10984
962985,POLICE OFFICER,1/4/2017,23180
962985,DETECTIVE,4/8/2025,7659
935674,POLICE OFFICER,7/1/2004,12758
935674,SERGEANT,8/5/2009,2810
935674,LIEUTENANT,4/26/2013,
935674,CAPTAIN,8/27/2018,
958043,POLICE OFFICER,1/7/2015,28956
940693,POLICE OFFICER,1/9/2006,3584
940693,SERGEANT,10/25/2013,5151
940693,LIEUTENANT,12/22/2020,
942494,POLICE OFFICER,7/10/2006,4242
967318,POLICE OFFICER,1/3/2019,29581
979487,POLICE OFFICER,4/24/2024,30855
967319,POLICE OFFICER,1/3/2019,27059
943770,POLICE OFFICER,1/10/2007,3365
943770,SERGEANT,12/19/2014,5219
977381,POLICE OFFICER,7/5/2023,31333
978192,POLICE OFFICER,10/25/2023,31962
939407,POLICE OFFICER,7/11/2005,289
939407,DETECTIVE,7/28/2017,5104
980871,POLICE OFFICER,10/30/2024,4144
961230,POLICE OFFICER,1/6/2016,16793
967682,POLICE OFFICER,4/15/2019,10135
967682,POLICE OFFICER,5/10/2024,26471
974508,POLICE OFFICER,4/13/2022,10983
974508,POLICE OFFICER,10/7/2022,30112
955435,POLICE OFFICER,7/9/2013,29784
949608,POLICE OFFICER,7/6/2010,866
939408,POLICE OFFICER,7/11/2005,7116
939408,DETECTIVE,8/30/2012,6527
939408,SERGEANT,9/3/2021,2539
895958,POLICE OFFICER,1/1/1990,16385
895958,SERGEANT,3/28/2003,2836
895958,LIEUTENANT,3/28/2014,
935676,POLICE OFFICER,7/1/2004,6147
935676,POLICE OFFICER,10/10/2014,9151
935676,DETECTIVE,11/21/2017,1947
935676,SERGEANT,2/9/2022,4716
975160,POLICE OFFICER,7/13/2022,19131
972935,POLICE OFFICER,10/12/2021,591
965497,POLICE OFFICER,1/10/2018,8811
931057,POLICE OFFICER,7/1/2003,9012
931057,DETECTIVE,5/30/2008,2407
931057,SERGEANT,9/29/2008,4991
931057,LIEUTENANT,6/29/2012,
931057,LT SPECIAL ASSIGN,11/24/2015,
946212,POLICE OFFICER,1/7/2008,10201
946212,SERGEANT,8/31/2015,5452
946212,SGT DET SQUAD,12/21/2021,
946212,LIEUTENANT,1/27/2023,
949609,POLICE OFFICER,7/6/2010,11663
949609,DETECTIVE,11/20/2018,1502
933320,POLICE OFFICER,7/1/2003,21589
971660,POLICE OFFICER,4/28/2021,18824
951198,POLICE OFFICER,7/6/2011,18499
964272,POLICE OFFICER,7/5/2017,15761
959962,POLICE OFFICER,10/7/2015,22056
959962,DETECTIVE,1/27/2023,7486
949610,POLICE OFFICER,7/6/2010,6708
949610,DETECTIVE,7/30/2021,4524
963257,POLICE OFFICER,1/4/2017,21695
946213,POLICE OFFICER,1/7/2008,22027
963258,POLICE OFFICER,1/4/2017,20484
949944,POLICE OFFICER,7/6/2011,12816
949944,DETECTIVE,12/23/2022,2069
957127,POLICE OFFICER,7/9/2014,2814
957127,DETECTIVE,12/23/2022,2077
946616,POLICE OFFICER,7/8/2008,11384
946616,SERGEANT,11/24/2015,2437
946616,LIEUTENANT,1/27/2023,
948127,POLICE OFFICER,1/14/2009,11093
948127,SERGEANT,9/30/2016,2843
948127,LIEUTENANT,12/21/2021,
949611,POLICE OFFICER,7/6/2010,9385
965498,POLICE OFFICER,1/10/2018,26684
966830,POLICE OFFICER,10/24/2018,13342
958045,POLICE OFFICER,1/7/2015,16279
958045,DETECTIVE,5/31/2024,4501
959190,POLICE OFFICER,7/8/2015,18666
959190,SERGEANT,9/29/2023,4870
935677,POLICE OFFICER,7/1/2004,6229
935677,DETECTIVE,12/21/2018,950
981842,POLICE OFFICER,1/29/2025,19128
970835,POLICE OFFICER,12/29/2020,1674
977658,POLICE OFFICER,7/19/2023,21122
942495,POLICE OFFICER,7/10/2006,9187
976992,POLICE OFFICER,5/10/2023,23671
954978,POLICE OFFICER,7/9/2013,16839
954978,SERGEANT,11/24/2020,5373
954978,LIEUTENANT,5/30/2025,
962770,POLICE OFFICER,10/11/2016,23509
979488,POLICE OFFICER,4/24/2024,8530
972936,POLICE OFFICER,10/12/2021,5891
965499,POLICE OFFICER,1/10/2018,18073
943771,POLICE OFFICER,1/10/2007,6906
943771,DETECTIVE,10/26/2018,6902
943771,SERGEANT,7/30/2021,2201
970836,POLICE OFFICER,12/29/2020,2164
961232,POLICE OFFICER,1/6/2016,6414
961232,DETECTIVE,6/27/2025,1705
961131,POLICE OFFICER,1/6/2016,17141
967320,POLICE OFFICER,1/3/2019,24412
964273,POLICE OFFICER,7/5/2017,19539
964273,SERGEANT,8/30/2024,4734
978194,POLICE OFFICER,10/25/2023,13555
954312,POLICE OFFICER,1/9/2013,1470
968775,POLICE OFFICER,10/7/2019,18435
935678,POLICE OFFICER,7/1/2004,30507
935678,SERGEANT,1/27/2012,4270
935678,SGT DET SQUAD,6/24/2022,
977382,POLICE OFFICER,7/5/2023,19837
950015,POLICE OFFICER,4/21/2011,3156
950015,DETECTIVE,10/20/2012,447
937471,POLICE OFFICER,1/10/2005,21076
937471,DETECTIVE,8/31/2018,971
964013,POLICE OFFICER,7/5/2017,24443
964013,DETECTIVE,10/28/2022,3360
964013,DETECTIVE,2/20/2025,1000
967321,POLICE OFFICER,1/3/2019,28540
937472,POLICE OFFICER,1/10/2005,29373
937472,DETECTIVE,3/18/2021,3384
975794,POLICE OFFICER,10/19/2022,3851
976386,POLICE OFFICER,1/17/2023,3508
979489,POLICE OFFICER,4/24/2024,9014
947451,POLICE OFFICER,7/8/2008,7857
969350,POLICE OFFICER,1/6/2020,26822
935679,POLICE OFFICER,7/1/2004,11538
935679,SERGEANT,8/25/2011,2609
935679,LIEUTENANT,12/21/2016,
935679,CAPTAIN,7/12/2022,
955436,POLICE OFFICER,7/9/2013,20710
955436,DETECTIVE,2/23/2017,6457
975795,POLICE OFFICER,10/19/2022,15113
972937,POLICE OFFICER,10/12/2021,605
981843,POLICE OFFICER,1/29/2025,21087
944972,POLICE OFFICER,7/9/2007,8470
952204,POLICE OFFICER,1/9/2012,15872
952204,SERGEANT,3/18/2021,686
962772,POLICE OFFICER,10/11/2016,14987
982635,POLICE OFFICER,4/30/2025,21910
958383,POLICE OFFICER,7/8/2015,6303
972236,POLICE OFFICER,7/7/2021,10227
953361,POLICE OFFICER,7/11/2012,24869
953361,DETECTIVE,5/27/2022,5084
952205,POLICE OFFICER,1/9/2012,21274
940938,POLICE OFFICER,1/9/2006,5010
940938,SERGEANT,6/28/2019,354
974509,POLICE OFFICER,4/13/2022,12925
982835,POLICE OFFICER,5/14/2025,24717
973752,POLICE OFFICER,12/29/2021,30892
963739,POLICE OFFICER,4/12/2017,10558
942496,POLICE OFFICER,7/10/2006,7950
942496,SERGEANT,2/28/2014,3009
942496,LIEUTENANT,12/21/2021,
933322,POLICE OFFICER,7/1/2003,10442
933322,SERGEANT,3/2/2015,2294
939410,POLICE OFFICER,7/11/2005,31101
939410,SERGEANT,8/2/2011,1735
959192,POLICE OFFICER,7/8/2015,17558
959192,DETECTIVE,2/9/2022,5894
975161,POLICE OFFICER,7/13/2022,17626
979490,POLICE OFFICER,4/24/2024,3493
981844,POLICE OFFICER,1/29/2025,24467
957128,POLICE OFFICER,7/9/2014,15871
923106,POLICE OFFICER,8/31/1998,14143
923106,SERGEANT,7/31/2006,1464
923106,SGT DET SQUAD,4/30/2020,
946550,POLICE OFFICER,1/7/2008,30541
959193,POLICE OFFICER,7/8/2015,17700
959193,DETECTIVE,7/30/2021,3897
981845,POLICE OFFICER,1/29/2025,25042
958047,POLICE OFFICER,1/7/2015,13822
958047,SERGEANT,9/5/2025,2443
958048,POLICE OFFICER,1/7/2015,13856
958048,DETECTIVE,2/9/2022,2206
965500,POLICE OFFICER,1/10/2018,10692
965500,SERGEANT,11/27/2024,2818
953362,POLICE OFFICER,7/11/2012,27752
953362,SERGEANT,3/5/2019,3950
953362,LIEUTENANT,9/30/2024,
961234,POLICE OFFICER,1/6/2016,4888
934150,POLICE OFFICER,1/20/2004,2137
934150,DETECTIVE,12/21/2021,5554
940695,POLICE OFFICER,1/9/2006,18869
940695,DETECTIVE,7/30/2021,3948
952206,POLICE OFFICER,1/9/2012,17184
952206,SERGEANT,7/30/2021,1939
961235,POLICE OFFICER,1/6/2016,12164
961235,DETECTIVE,8/30/2024,4336
952207,POLICE OFFICER,1/9/2012,6382
952207,SERGEANT,9/30/2022,3746
976387,POLICE OFFICER,1/17/2023,11655
943773,POLICE OFFICER,1/10/2007,9605
943773,POLICE OFFICER,12/9/2009,1285
979493,POLICE OFFICER,4/24/2024,15969
959194,POLICE OFFICER,7/8/2015,20202
959194,DETECTIVE,2/28/2025,1489
937474,POLICE OFFICER,1/10/2005,30271
955439,POLICE OFFICER,7/9/2013,5624
955439,SERGEANT,5/3/2019,4824
971662,POLICE OFFICER,4/28/2021,20802
969351,POLICE OFFICER,1/6/2020,14016
935683,POLICE OFFICER,7/1/2004,11778
935683,SERGEANT,2/9/2022,3163
942877,POLICE OFFICER,1/10/2007,2120
962773,POLICE OFFICER,10/11/2016,21854
963740,POLICE OFFICER,4/12/2017,8836
